<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    loss                 | -0.0197     |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.00269    |
|    value_loss           | 0.493       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 458          |
|    ep_rew_mean          | 27           |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 194          |
|    time_elapsed         | 32495        |
|    total_timesteps      | 99328        |
| train/                  |              |
|    approx_kl            | 0.0064492286 |
|    clip_fraction        | 0.0734       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.389       |
|    explained_variance   | 0.0628       |
|    learning_rate        | 0.0003       |
|    loss                 | 0.149        |
|    n_updates            | 1930         |
|    policy_gradient_loss | 0.00982      |
|    value_loss           | 0.659        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 458         |
|    ep_rew_mean          | 27          |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 195         |
|    time_elapsed         | 32579       |
|    total_timesteps      | 99840       |
| train/                  |             |
|    approx_kl            | 0.008929703 |
|    clip_fraction        | 0.0666      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.518      |
|    explained_variance   | 0.695       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0223     |
|    n_updates            | 1940        |
|    policy_gradient_loss | -0.00573    |
|    value_loss           | 0.105       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 458          |
|    ep_rew_mean          | 27.1         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 196          |
|    time_elapsed         | 32664        |
|    total_timesteps      | 100352       |
| train/                  |              |
|    approx_kl            | 0.0044325576 |
|    clip_fraction        | 0.00645      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.471       |
|    explained_variance   | 0.556        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.00431     |
|    n_updates            | 1950         |
|    policy_gradient_loss | -0.00135     |
|    value_loss           | 0.0334       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 458          |
|    ep_rew_mean          | 27.1         |
| time/                   |              |
|    fps                  | 3            |
|    iterations           | 197          |
|    time_elapsed         | 32752        |
|    total_timesteps      | 100864       |
| train/                  |              |
|    approx_kl            | 0.0047945147 |
|    clip_fraction        | 0.0525       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.507       |
|    explained_variance   | 0.319        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0127       |
|    n_updates            | 1960         |
|    policy_gradient_loss | -0.00221     |
|    value_loss           | 0.0627       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 458         |
|    ep_rew_mean          | 27.1        |
| time/                   |             |
|    fps                  | 3           |
|    iterations           | 198         |
|    time_elapsed         | 32841       |
|    total_timesteps      | 101376      |
| train/                  |             |
|    approx_kl            | 0.006291276 |
|    clip_fraction        | 0.0459      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.425      |
|    explained_variance   | 0.749       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0381      |
|    n_updates            | 1970        |
|    policy_gradient_loss | -0.000778   |
|    value_loss           | 0.0145      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 461         |
